x1,x2,y1
   0.81890,   0.05360,   0.45762
   0.49918,   0.72262,   0.24429
   0.55776,   0.69228,   0.23310
   0.06490,   0.04767,   0.49691
   0.46129,   0.91494,   0.21840
   0.65544,   0.15090,   0.40908
   0.03286,   0.52569,   0.48296
   0.26117,   0.39210,   0.40617
   0.38041,   0.25223,   0.41155
   0.89589,   0.35605,   0.26422
   0.27248,   0.17704,   0.45360
   0.92938,   0.17114,   0.36196
   0.21778,   0.53665,   0.39436
   0.27595,   0.80078,   0.31969
   0.63645,   0.70205,   0.20896
   0.54975,   0.86690,   0.19834
   0.24354,   0.86425,   0.32643
   0.20143,   0.63787,   0.38514
   0.37289,   0.09385,   0.46596
   0.32456,   0.98920,   0.26319
   0.19414,   0.90031,   0.35064
   0.28126,   0.46215,   0.38396
   0.60809,   0.60393,   0.24135
   0.28737,   0.22252,   0.43932
   0.97141,   0.44932,   0.21283
   0.23357,   0.83587,   0.33653
   0.09041,   0.16753,   0.48503
   0.02253,   0.75530,   0.48321
   0.00490,   0.55864,   0.49727
   0.48869,   0.60103,   0.27730
   0.73996,   0.44654,   0.25856
   0.33902,   0.85264,   0.27980
   0.01681,   0.45006,   0.49248
   0.11318,   0.12159,   0.48638
   0.20764,   0.17845,   0.46402
   0.95484,   0.66078,   0.15351
   0.73856,   0.85307,   0.15373
   0.36762,   0.78624,   0.27981
   0.83229,   0.13132,   0.40050
   0.38215,   0.83906,   0.26339
   0.52685,   0.19859,   0.40433
   0.68751,   0.26344,   0.34620
   0.34647,   0.86266,   0.27456
   0.61458,   0.88876,   0.17616
   0.82887,   0.98540,   0.11624
   0.91150,   0.39239,   0.24568
   0.11374,   0.78668,   0.41702
   0.01382,   0.81174,   0.48888
   0.14860,   0.05381,   0.49205
   0.43025,   0.89018,   0.23444
   0.75824,   0.42605,   0.26219
   0.69843,   0.58182,   0.22466
   0.95926,   0.19736,   0.34055
   0.64911,   0.57384,   0.23903
   0.77327,   0.29204,   0.31663
   0.10268,   0.01105,   0.49887
   0.73342,   0.57753,   0.21780
   0.66156,   0.52977,   0.24900
   0.39251,   0.19646,   0.42768
   0.25854,   0.32316,   0.42210
   0.25750,   0.81444,   0.32693
   0.77906,   0.63136,   0.19316
   0.60487,   0.44170,   0.29192
   0.87131,   0.56476,   0.19309
   0.57783,   0.35492,   0.32997
   0.11642,   0.70570,   0.42330
   0.95284,   0.82632,   0.12123
   0.85696,   0.21450,   0.34433
   0.79002,   0.86272,   0.14187
   0.64900,   0.26705,   0.35168
   0.69931,   0.72236,   0.18880
   0.58119,   0.69624,   0.22536
   0.94859,   0.67797,   0.15059
   0.22289,   0.26145,   0.44443
   0.37781,   0.70472,   0.29244
   0.10824,   0.01426,   0.49846
   0.38261,   0.81099,   0.26863
   0.44607,   0.17888,   0.42535
   0.81837,   0.81848,   0.14445
   0.94341,   0.15619,   0.37065
   0.54084,   0.68426,   0.24009
   0.53881,   0.83636,   0.20756
   0.10874,   0.29296,   0.46893
   0.34368,   0.01400,   0.49521
   0.01574,   0.26085,   0.49591
   0.81723,   0.33987,   0.28598
   0.37146,   0.66626,   0.30338
   0.23268,   0.20941,   0.45315
   0.80135,   0.10590,   0.42097
   0.64577,   0.62417,   0.22601
   0.74580,   0.87423,   0.14851
   0.22374,   0.30824,   0.43485
   0.30004,   0.86557,   0.29620
   0.10116,   0.19585,   0.48049
   0.95342,   0.69489,   0.14610
   0.13695,   0.08720,   0.48817
   0.02544,   0.48230,   0.48784
   0.45426,   0.02563,   0.48846
   0.31514,   0.58173,   0.34467
   0.84231,   0.51270,   0.21460
   0.96849,   0.97855,   0.09726
   0.97076,   0.58007,   0.17130
   0.79796,   0.63276,   0.18888
   0.83946,   0.41393,   0.25040
   0.50419,   0.08997,   0.45626
   0.17135,   0.85660,   0.37108
   0.92214,   0.17413,   0.36086
   0.22611,   0.62332,   0.37551
   0.42523,   0.85335,   0.24332
   0.06939,   0.53040,   0.46426
   0.06995,   0.08079,   0.49437
   0.60325,   0.64605,   0.23157
   0.43223,   0.99124,   0.21591
   0.46150,   0.09132,   0.45925
   0.99000,   0.03426,   0.46698
   0.47724,   0.72794,   0.25044
   0.13180,   0.01631,   0.49785
   0.85339,   0.75926,   0.14946
   0.50433,   0.13016,   0.43781
   0.10689,   0.57213,   0.44183
   0.09145,   0.89892,   0.42326
   0.10572,   0.37184,   0.46190
   0.23780,   0.64071,   0.36690
   0.32453,   0.52176,   0.35452
   0.22574,   0.41475,   0.41351
   0.46290,   0.78195,   0.24373
   0.53398,   0.93115,   0.19139
   0.96612,   0.44887,   0.21391
   0.26993,   0.99806,   0.29065
   0.34633,   0.33168,   0.39597
   0.22032,   0.63662,   0.37602
   0.09849,   0.96500,   0.41231
   0.38975,   0.19647,   0.42815
   0.29786,   0.06047,   0.48224
   0.50383,   0.07550,   0.46309
   0.45775,   0.15278,   0.43399
   0.42700,   0.26641,   0.39687
   0.40291,   0.69703,   0.28428
   0.60917,   0.22412,   0.37889
   0.52089,   0.55158,   0.28074
   0.86736,   0.60220,   0.18337
   0.75212,   0.00381,   0.49714
   0.38684,   0.95258,   0.24079
   0.75481,   0.81765,   0.15691
   0.13531,   0.96118,   0.38391
   0.58889,   0.25468,   0.36868
   0.60383,   0.74074,   0.20879
   0.02150,   0.43318,   0.49075
   0.42135,   0.98275,   0.22155
   0.14794,   0.75407,   0.39865
   0.14497,   0.39533,   0.44530
   0.41213,   0.00203,   0.49916
   0.12870,   0.76626,   0.40932
   0.47820,   0.94161,   0.20769
   0.21039,   0.10314,   0.47866
   0.14162,   0.03987,   0.49438
   0.10308,   0.89870,   0.41434
   0.29340,   0.60785,   0.34814
   0.92664,   0.60545,   0.17188
   0.94736,   0.86968,   0.11508
   0.75419,   0.71734,   0.17770
   0.67418,   0.48571,   0.26001
   0.25028,   0.62563,   0.36378
   0.34391,   0.02972,   0.48986
   0.13623,   0.19710,   0.47371
   0.74544,   0.71824,   0.17938
   0.02692,   0.28245,   0.49244
   0.63917,   0.52739,   0.25533
   0.34501,   0.38354,   0.38214
   0.29019,   0.74937,   0.32193
   0.53118,   0.55845,   0.27575
   0.52008,   0.97397,   0.18836
   0.14122,   0.12825,   0.48214
   0.51113,   0.08265,   0.45916
   0.31848,   0.53173,   0.35451
   0.40761,   0.09848,   0.46112
   0.06015,   0.37187,   0.47802
   0.54182,   0.98400,   0.18006
   0.49418,   0.55902,   0.28681
   0.46202,   0.79449,   0.24143
   0.94895,   0.82980,   0.12121
   0.45242,   0.56417,   0.29880
   0.15163,   0.61580,   0.41372
   0.14671,   0.84352,   0.38887
   0.27741,   0.30608,   0.42093
   0.44236,   0.48100,   0.32494
   0.72762,   0.00820,   0.49406
   0.10511,   0.33602,   0.46565
   0.15810,   0.27051,   0.45867
   0.44873,   0.94391,   0.21780
   0.73161,   0.11118,   0.42401
   0.27416,   0.78898,   0.32267
   0.61841,   0.92214,   0.16929
   0.44800,   0.17228,   0.42762
   0.74317,   0.01157,   0.49146
   0.99139,   0.59842,   0.16305
   0.74070,   0.68222,   0.18875
   0.66002,   0.10954,   0.43190
   0.50741,   0.27578,   0.37627
   0.17786,   0.83668,   0.36955
   0.80013,   0.68553,   0.17549
   0.66517,   0.07240,   0.45368
   0.24580,   0.41049,   0.40742
   0.52128,   0.63024,   0.25948
   0.63890,   0.70798,   0.20694
   0.92345,   0.25452,   0.31091
   0.79970,   0.31296,   0.30172
   0.80781,   0.85726,   0.13951
   0.55216,   0.94339,   0.18381
   0.93251,   0.74441,   0.13916
   0.25755,   0.32919,   0.42104
   0.03359,   0.86407,   0.47163
   0.32925,   0.96410,   0.26501
   0.38966,   0.74990,   0.27811
   0.85993,   0.31531,   0.28967
   0.26826,   0.22434,   0.44271
   0.19456,   0.70583,   0.37827
   0.26189,   0.02670,   0.49304
   0.34633,   0.38766,   0.38064
   0.21226,   0.22290,   0.45445
   0.94516,   0.68129,   0.15040
   0.61057,   0.90399,   0.17449
   0.29572,   0.74785,   0.31957
   0.61485,   0.17109,   0.40386
   0.91801,   0.61785,   0.17015
   0.32568,   0.34042,   0.39921
   0.81145,   0.38414,   0.26790
   0.46149,   0.60349,   0.28557
   0.18443,   0.70911,   0.38334
   0.74247,   0.03819,   0.47227
   0.70580,   0.22561,   0.36183
   0.16419,   0.76931,   0.38684
   0.84500,   0.66489,   0.17166
   0.89725,   0.97688,   0.10698
   0.47956,   0.71978,   0.25148
   0.69149,   0.97871,   0.14292
   0.16660,   0.69903,   0.39469
   0.55970,   0.71582,   0.22701
   0.27068,   0.03094,   0.49168
   0.52829,   0.91905,   0.19528
   0.97037,   0.77589,   0.12745
   0.69445,   0.83338,   0.16695
   0.86400,   0.39542,   0.25315
   0.90615,   0.78197,   0.13615
   0.30722,   0.51743,   0.36203
   0.54208,   0.63159,   0.25281
   0.41340,   0.39069,   0.36017
   0.24939,   0.46116,   0.39585
   0.91314,   0.60437,   0.17451
   0.12410,   0.15477,   0.48108
   0.26848,   0.83036,   0.31845
   0.39113,   0.70224,   0.28770
   0.83510,   0.41358,   0.25138
   0.41891,   0.21950,   0.41492
   0.12600,   0.11396,   0.48580
   0.39455,   0.84022,   0.25803
   0.38261,   0.13551,   0.45028
   0.70614,   0.83711,   0.16362
   0.54117,   0.88818,   0.19694
   0.27394,   0.28040,   0.42794
   0.58547,   0.18060,   0.40342
   0.48294,   0.15835,   0.42824
   0.47290,   0.39191,   0.34328
   0.70821,   0.50639,   0.24524
   0.51330,   0.13491,   0.43460
   0.63646,   0.21687,   0.37773
   0.32295,   0.99124,   0.26365
   0.82846,   0.08343,   0.43472
   0.53689,   0.08528,   0.45587
   0.36397,   0.87888,   0.26377
   0.52894,   0.08645,   0.45592
   0.30635,   0.25469,   0.42689
   0.55826,   0.58501,   0.26044
   0.66336,   0.12695,   0.42153
   0.30134,   0.02287,   0.49314
   0.66554,   0.66842,   0.20969
   0.94433,   0.64914,   0.15795
   0.58444,   0.00383,   0.49776
   0.81021,   0.50902,   0.22222
   0.99495,   0.43528,   0.21413
   0.02623,   0.82805,   0.47864
   0.65008,   0.39136,   0.29929
   0.27310,   0.52181,   0.37431
   0.63140,   0.18912,   0.39232
   0.13887,   0.86303,   0.39197
   0.06325,   0.00950,   0.49940
   0.36057,   0.83665,   0.27310
   0.31363,   0.44343,   0.37693
   0.68222,   0.75329,   0.18601
   0.54117,   0.57278,   0.26880
   0.31702,   0.74570,   0.31007
   0.17814,   0.10393,   0.48175
   0.96291,   0.55829,   0.17872
   0.76176,   0.96737,   0.13050
   0.06039,   0.77570,   0.45488
   0.29205,   0.80063,   0.31166
   0.07628,   0.59172,   0.45647
   0.11900,   0.57226,   0.43562
   0.70956,   0.70515,   0.19036
   0.97501,   0.34815,   0.25420
   0.65036,   0.00589,   0.49618
   0.14600,   0.03417,   0.49503
   0.08684,   0.67236,   0.44432
   0.36103,   0.93743,   0.25468
   0.60893,   0.21162,   0.38484
   0.85821,   0.62132,   0.18003
   0.45067,   0.61956,   0.28517
   0.29828,   0.57690,   0.35256
   0.26822,   0.50727,   0.37925
   0.15340,   0.67664,   0.40501
   0.58152,   0.75448,   0.21198
   0.25529,   0.57227,   0.37160
   0.29558,   0.73485,   0.32209
   0.15913,   0.93449,   0.36963
   0.88263,   0.76401,   0.14345
   0.61948,   0.26178,   0.35969
   0.86347,   0.71447,   0.15697
   0.00854,   0.91874,   0.49220
   0.32064,   0.88275,   0.28307
   0.76258,   0.67308,   0.18621
   0.39396,   0.56557,   0.31852
   0.70271,   0.80271,   0.17102
   0.85911,   0.93930,   0.11787
   0.05665,   0.60417,   0.46669
   0.46160,   0.36564,   0.35492
   0.54634,   0.41805,   0.31502
   0.59983,   0.04420,   0.47403
   0.25951,   0.79916,   0.32845
   0.17631,   0.44039,   0.42722
   0.33855,   0.39413,   0.38128
   0.45449,   0.39113,   0.34855
   0.31315,   0.21341,   0.43675
   0.59044,   0.94522,   0.17272
   0.73638,   0.09213,   0.43585
   0.38280,   0.33533,   0.38523
   0.69429,   0.09539,   0.43728
   0.39640,   0.04325,   0.48308
   0.91611,   0.71723,   0.14734
   0.03346,   0.49204,   0.48374
   0.69944,   0.40152,   0.28427
   0.37778,   0.10212,   0.46259
   0.12816,   0.20844,   0.47384
   0.07203,   0.64600,   0.45517
   0.23487,   0.91400,   0.32372
   0.15819,   0.93974,   0.36967
   0.01052,   0.89158,   0.49068
   0.50528,   0.21914,   0.39933
   0.23454,   0.74312,   0.35099
   0.70110,   0.63494,   0.20958
   0.23461,   0.77435,   0.34582
   0.33310,   0.24206,   0.42462
   0.64310,   0.61714,   0.22857
   0.27377,   0.89322,   0.30514
   0.58717,   0.07549,   0.45722
   0.07821,   0.09711,   0.49245
   0.82232,   0.09425,   0.42734
   0.27160,   0.52344,   0.37457
   0.10098,   0.67683,   0.43540
   0.11824,   0.39642,   0.45486
   0.01149,   0.13027,   0.49850
   0.84140,   0.11393,   0.41162
   0.93177,   0.20490,   0.33945
   0.61393,   0.91683,   0.17136
   0.82849,   0.41879,   0.25064
   0.32679,   0.74823,   0.30516
   0.28507,   0.94482,   0.29069
   0.07370,   0.23710,   0.48276
   0.86661,   0.21893,   0.34026
   0.66124,   0.86006,   0.16972
   0.94907,   0.00256,   0.49758
   0.58709,   0.35427,   0.32806
   0.03595,   0.61057,   0.47842
   0.08776,   0.39509,   0.46626
   0.36040,   0.73535,   0.29315
   0.80427,   0.45064,   0.24351
   0.18833,   0.37537,   0.43332
   0.47767,   0.73626,   0.24844
   0.49370,   0.88750,   0.21220
   0.10624,   0.42317,   0.45663
   0.90565,   0.78752,   0.13520
   0.77044,   0.50010,   0.23346
   0.02572,   0.20591,   0.49473
   0.67024,   0.68234,   0.20513
   0.88295,   0.59223,   0.18319
   0.11041,   0.47249,   0.44999
   0.79418,   0.39428,   0.26718
   0.36778,   0.87698,   0.26245
   0.95304,   0.83157,   0.12033
   0.76595,   0.79783,   0.15844
   0.68890,   0.26896,   0.34331
   0.44497,   0.43389,   0.33799
   0.23563,   0.26794,   0.44005
   0.58636,   0.83013,   0.19487
   0.51607,   0.62685,   0.26197
   0.76755,   0.74696,   0.16844
   0.51962,   0.08112,   0.45924
   0.30974,   0.74198,   0.31413
   0.33745,   0.47542,   0.36096
   0.07471,   0.20576,   0.48481
   0.59924,   0.46870,   0.28426
   0.26585,   0.70261,   0.34228
   0.23813,   0.96446,   0.31423
   0.96865,   0.89324,   0.10865
   0.83516,   0.23187,   0.33760
   0.75185,   0.46298,   0.25011
   0.03866,   0.41701,   0.48408
   0.67236,   0.70827,   0.19846
   0.31409,   0.02358,   0.49263
   0.94241,   0.40306,   0.23580
   0.47592,   0.26035,   0.38875
   0.01749,   0.93813,   0.48380
   0.89980,   0.91914,   0.11457
   0.50520,   0.21679,   0.40031
   0.03863,   0.96519,   0.46380
   0.50859,   0.79810,   0.22485
   0.96377,   0.47824,   0.20384
   0.40431,   0.61670,   0.30228
   0.65502,   0.75021,   0.19331
   0.32567,   0.30619,   0.40840
   0.69608,   0.51958,   0.24386
   0.02465,   0.91438,   0.47786
   0.55998,   0.25835,   0.37267
   0.37642,   0.62506,   0.31076
   0.19510,   0.54764,   0.40250
   0.95010,   0.76225,   0.13299
   0.04630,   0.91157,   0.45920
   0.03267,   0.72619,   0.47671
   0.23841,   0.45517,   0.40113
   0.80192,   0.64861,   0.18405
   0.00692,   0.90370,   0.49378
   0.77531,   0.01831,   0.48596
   0.13695,   0.36772,   0.45165
   0.64070,   0.28864,   0.34356
   0.28668,   0.61989,   0.34858
   0.68378,   0.31788,   0.32199
   0.61903,   0.33845,   0.32706
   0.30319,   0.21646,   0.43782
   0.30780,   0.57242,   0.34965
   0.91609,   0.12112,   0.39914
   0.38695,   0.25825,   0.40822
   0.25919,   0.45858,   0.39276
   0.86992,   0.85546,   0.12910
   0.00508,   0.04285,   0.49978
   0.48440,   0.46689,   0.31642
   0.00174,   0.50265,   0.49913
   0.66786,   0.76963,   0.18598
   0.79398,   0.71741,   0.16947
   0.31186,   0.08163,   0.47504
   0.35942,   0.04327,   0.48463
   0.16643,   0.85560,   0.37440
   0.55772,   0.59071,   0.25903
   0.57028,   0.52940,   0.27297
   0.66051,   0.45376,   0.27412
   0.06948,   0.80607,   0.44649
   0.15207,   0.03492,   0.49471
   0.11789,   0.47833,   0.44614
   0.35603,   0.33138,   0.39347
   0.26031,   0.66352,   0.35211
   0.31665,   0.46287,   0.37124
   0.28886,   0.07481,   0.47875
   0.81340,   0.52989,   0.21492
   0.08993,   0.50342,   0.45634
   0.42740,   0.35103,   0.36864
   0.72533,   0.61498,   0.20924
   0.20481,   0.43926,   0.41661
   0.93661,   0.44692,   0.21976
   0.46344,   0.63205,   0.27772
   0.96882,   0.89751,   0.10801
   0.25332,   0.29039,   0.43079
   0.90870,   0.25576,   0.31253
   0.99300,   0.29216,   0.27923
   0.94902,   0.28471,   0.29021
   0.28353,   0.29091,   0.42302
   0.78366,   0.60448,   0.19933
   0.97057,   0.74194,   0.13381
   0.36643,   0.56801,   0.32796
   0.68894,   0.70566,   0.19507
   0.53715,   0.79293,   0.21689
   0.66118,   0.41474,   0.28795
   0.17359,   0.99631,   0.35194
   0.64431,   0.47590,   0.27052
   0.67078,   0.96715,   0.14927
   0.74463,   0.85759,   0.15167
   0.31333,   0.28538,   0.41707
   0.60514,   0.64607,   0.23105
   0.34324,   0.59063,   0.33152
   0.86081,   0.26857,   0.31328
   0.45675,   0.06026,   0.47306
   0.60452,   0.17598,   0.40288
   0.84335,   0.09810,   0.42281
   0.15346,   0.97750,   0.36865
   0.38407,   0.26739,   0.40592
   0.97895,   0.27247,   0.29217
   0.23082,   0.58275,   0.38045
   0.79338,   0.96651,   0.12489
   0.00322,   0.79047,   0.49746
   0.34119,   0.23445,   0.42518
   0.66187,   0.12001,   0.42566
   0.16790,   0.88467,   0.36976
   0.90146,   0.73485,   0.14612
   0.12866,   0.99306,   0.38570
   0.53246,   0.00300,   0.49841
   0.40529,   0.49072,   0.33408
   0.01204,   0.05419,   0.49935
   0.01460,   0.41380,   0.49399
   0.53940,   0.82923,   0.20879
   0.14471,   0.94595,   0.37861
   0.11984,   0.28841,   0.46637
   0.39347,   0.24276,   0.41192
   0.48190,   0.34635,   0.35626
   0.69989,   0.12781,   0.41704
   0.09351,   0.14955,   0.48617
   0.51884,   0.49836,   0.29686
   0.11827,   0.63076,   0.42988
   0.86564,   0.46096,   0.22768
   0.01050,   0.48332,   0.49494
   0.33151,   0.30080,   0.40840
   0.08308,   0.94917,   0.42617
   0.48657,   0.15221,   0.43035
   0.19268,   0.66585,   0.38529
   0.27255,   0.70214,   0.33915
   0.64206,   0.31358,   0.33244
   0.33171,   0.35928,   0.39251
   0.05307,   0.51021,   0.47349
   0.98936,   0.48414,   0.19751
   0.00806,   0.76103,   0.49390
   0.05638,   0.54560,   0.46997
   0.83892,   0.88336,   0.12970
   0.32701,   0.73559,   0.30755
   0.95650,   0.25498,   0.30553
   0.68875,   0.32349,   0.31853
   0.61242,   0.21917,   0.38067
   0.61948,   0.62214,   0.23341
   0.38124,   0.57474,   0.32087
   0.70847,   0.51386,   0.24278
   0.96177,   0.72736,   0.13803
   0.39713,   0.25869,   0.40589
   0.96792,   0.97756,   0.09745
   0.43075,   0.76170,   0.25969
   0.42232,   0.19707,   0.42238
   0.63091,   0.93683,   0.16364
   0.42332,   0.02887,   0.48789
   0.58149,   0.53675,   0.26770
   0.09071,   0.41227,   0.46370
   0.26253,   0.97465,   0.29843
   0.05983,   0.48309,   0.47174
   0.76320,   0.32181,   0.30450
   0.67580,   0.04389,   0.47102
   0.64254,   0.54518,   0.24908
   0.19865,   0.37196,   0.43051
   0.01825,   0.21515,   0.49609
   0.63085,   0.29292,   0.34366
   0.99527,   0.99089,   0.09253
   0.32350,   0.93828,   0.27212
   0.03917,   0.25827,   0.48996
   0.83556,   0.03846,   0.46867
   0.96588,   0.84586,   0.11621
   0.16766,   0.05594,   0.49069
   0.02808,   0.68889,   0.48094
   0.33032,   0.28999,   0.41169
   0.74253,   0.63586,   0.19987
   0.93785,   0.36823,   0.25140
   0.65811,   0.72178,   0.19888
   0.13007,   0.53339,   0.43448
   0.99891,   0.85579,   0.11021
   0.15166,   0.46174,   0.43391
   0.21289,   0.19375,   0.46009
   0.09135,   0.43173,   0.46178
   0.81861,   0.13199,   0.40151
   0.43484,   0.10319,   0.45671
   0.97887,   0.27013,   0.29349
   0.46788,   0.72900,   0.25342
   0.27948,   0.55422,   0.36502
   0.70590,   0.20512,   0.37258
   0.40503,   0.93090,   0.23702
   0.41774,   0.64351,   0.29098
   0.90632,   0.63007,   0.16907
   0.00603,   0.41971,   0.49748
   0.03853,   0.55573,   0.47894
   0.84509,   0.88868,   0.12781
   0.85631,   0.96321,   0.11493
   0.64533,   0.76893,   0.19172
   0.94211,   0.23297,   0.32064
   0.91369,   0.91188,   0.11359
   0.98638,   0.71445,   0.13695
   0.51869,   0.74266,   0.23349
   0.30310,   0.80777,   0.30496
   0.61776,   0.69674,   0.21515
   0.91294,   0.88563,   0.11761
