x1,x2,x3,x4,y1
   4.33904,   9.62774,   6.92550,   6.26020,  -7.94937
   5.87357,   4.81574,   9.02836,   4.33900,   0.22558
   5.61913,   6.49740,   7.62528,   6.85080,  -1.13401
   2.50034,   3.57646,   1.89716,   9.00992,   0.15129
   5.84134,   8.12235,   9.25089,   6.31580,  -0.77716
   1.97051,   4.98858,   4.58226,   8.01305,   0.87970
   1.52582,   6.81051,   1.91348,   6.03388,   1.28257
   4.34445,   3.98855,   3.81844,   7.77958,  -0.08985
   1.89737,   4.16058,   1.19526,   5.77974,   0.49367
   8.49844,   9.51624,   6.49932,   2.41766,  -0.24936
   3.24681,   5.95485,   4.35808,   6.65075,   1.18117
   2.70692,   6.16579,   3.64121,   2.82345,  -4.22966
   7.97856,   4.52692,   5.71456,   1.64597,   0.84836
   8.36439,   5.15004,   3.04602,   2.80283,  13.21748
   3.27925,   2.09929,   3.11568,   9.37749,  -0.18844
   9.37490,   4.36701,   5.72556,   4.41451,   3.81975
   2.36047,   3.28968,   7.95832,   5.92660,  -0.45735
   7.58370,   4.17699,   2.02409,   9.29836,  -0.46832
   5.81254,   1.91148,   1.81521,   1.99772, -21.37465
   4.78057,   6.54799,   8.69964,   2.90167,  -0.30483
   1.29225,   6.48171,   3.12318,   2.82412, -17.35250
   2.07242,   5.87496,   3.14732,   5.57053,   1.56922
   2.78724,   7.81159,   3.58067,   1.43493,  -2.34154
   6.40569,   6.92516,   1.14414,   5.62363,   0.11597
   5.33793,   7.01673,   3.06356,   1.75562,  -1.28354
   9.13036,   4.35696,   2.53562,   2.02121,   9.27932
   1.56921,   8.06351,   3.71935,   1.90216,  -3.57380
   9.18988,   5.05972,   4.08030,   7.84949,  -1.09577
   1.81499,   2.01891,   4.63104,   7.27871,   0.07702
   4.75452,   4.53724,   2.36099,   5.61777,  -0.06672
   5.58512,   3.06546,   3.44275,   3.85937,  -6.04791
   8.96158,   2.26796,   8.76849,   4.49885,   1.56772
   3.50745,   1.67680,   4.85481,   9.57578,  -0.38777
   1.44497,   1.48376,   7.29308,   7.40237,   0.35491
   7.61898,   7.81948,   7.08925,   1.47867,  -0.03574
   8.66749,   2.59309,   8.17177,   2.29798,   1.03415
   3.21195,   6.85734,   3.85823,   5.22777,   2.66176
   1.50730,   2.51369,   3.07743,   6.68150,   0.27924
   5.67690,   2.70083,   8.14836,   7.50129,   4.59929
   9.77246,   3.02308,   2.25488,   6.99195,  -1.42480
   9.52430,   5.93728,   4.08463,   6.49798,  -1.48632
   5.89969,   4.48224,   4.73277,   1.04698,   0.38457
   7.65884,   1.62638,   3.84623,   1.75144,   2.87975
   3.85949,   1.20596,   7.16517,   8.34678,  -2.24570
   8.89615,   7.54339,   8.04027,   6.08890,   0.69323
   2.70649,   6.17107,   6.34551,   9.20009,   1.21369
   8.97637,   6.75121,   2.99346,   6.40449,  -0.65234
   4.68228,   6.69724,   7.63077,   1.96735,  -0.35578
   6.98035,   4.53746,   5.71302,   2.10443,   0.67697
   5.59199,   4.38941,   2.29985,   6.97058,  -0.25747
   7.73934,   7.74400,   5.39290,   8.26213,   0.00163
   5.22252,   9.08252,   6.35276,   4.07467,  -1.69440
   7.02296,   1.89018,   5.79974,   6.30171, -10.22521
   1.52304,   6.75073,   5.01943,   7.47688,   2.12728
   7.98141,   1.76271,   8.54540,   7.55531,   6.28092
   2.33280,   6.43525,   7.61532,   7.01927,  -6.88269
   6.44099,   8.35922,   7.81538,   8.34315,   3.63456
   5.63483,   2.02684,   8.37012,   1.48240,   0.52383
   5.49259,   7.50354,   6.01987,   7.23048,   1.66110
   1.58406,   1.42907,   5.15158,   9.23443,  -0.03796
   6.89894,   2.35807,   1.29572,   5.73119,  -1.02376
   3.35051,   4.52886,   4.42371,   3.27009,  -1.02144
   9.06304,   4.20446,   3.45236,   2.59336,   5.65614
   9.36445,   2.54027,   2.95998,   5.82982,  -2.37789
   3.48357,   8.20705,   6.72806,   7.31846,   8.00055
   5.94777,   8.80206,   3.19186,   8.77827,   0.51093
   2.81288,   6.74079,   4.35599,   1.84467,  -1.56408
   3.92102,   9.90277,   2.74728,   9.10282,   0.94119
   3.53132,   5.15936,   6.47281,   6.43540, -43.51482
   3.58633,   3.00272,   9.74271,   5.04392,   0.12420
   3.10210,   8.52284,   1.81372,   2.50773,   7.81072
   1.20277,   7.79770,   1.04410,   6.02775,   1.32331
   5.39819,   6.40928,   7.65961,   5.01890,  -0.38289
   4.05119,   8.67372,   1.15130,   5.05056,   1.18549
   2.01865,   2.09434,   2.86874,   2.60604,  -0.28811
   9.59355,   6.94700,   7.64708,   8.67760,  -2.56816
   4.30860,   8.07613,   8.49065,   2.18185,  -0.59719
   4.43937,   8.55152,   5.74167,   2.78730,  -1.39189
   7.18759,   3.37092,   4.11824,   8.76390,  -0.82156
   6.53120,   8.99882,   8.45987,   9.86858,   1.75168
   9.20350,   4.53153,   2.02370,   8.08011,  -0.77141
   1.12437,   8.30569,   2.33737,   1.48427,  -8.41788
   4.87226,   9.01159,   7.82412,   4.83444,  -1.38454
   7.28591,   6.23638,   9.63331,   2.77620,   0.15306
   6.84195,   6.16453,   7.95939,   3.62839,   0.15641
   1.92412,   1.09943,   7.60077,   6.19777,   0.58780
   6.95402,   5.76797,   4.53256,   2.76817,   0.67222
   3.32686,   3.90841,   3.31753,   8.32999,   0.11602
   8.01156,   6.68224,   6.44386,   4.97531,   0.90519
   8.84178,   6.08283,   6.20043,   4.19425,   1.37522
   2.04780,   7.35132,   9.57554,   8.43685,  -4.65756
   8.71267,   2.93049,   8.11015,   8.76447,  -8.83681
   6.84104,   3.40349,   7.29383,   7.50123, -16.57400
   6.23068,   7.26615,   9.53729,   7.10176,  -0.42515
   3.00600,   3.35302,   4.40030,   7.34252,   0.11794
   1.97415,   1.12838,   4.44347,   8.29891,  -0.21937
   5.01462,   2.60992,   8.36536,   8.36631,-2522.09912
   9.49073,   2.40571,   5.86753,   7.15832,  -5.48890
   5.84930,   8.52725,   1.97869,   3.63665,   1.61521
   4.09309,   1.12600,   1.14162,   3.34765,  -1.34499
   8.35503,   4.05887,   4.34317,   6.99635,  -1.61925
   3.09409,   2.88467,   8.21215,   1.95307,   0.03346
   6.81189,   6.61749,   7.71224,   8.86807,  -0.16820
   3.01369,   3.77414,   3.70037,   8.79010,   0.14941
   1.91041,   2.76267,   9.58075,   7.25397,  -0.36628
   2.23256,   1.78483,   1.22900,   5.34074,  -0.10889
   5.08831,   1.23066,   3.83623,   6.23561,  -1.60777
   8.58078,   5.61430,   9.71639,   9.80696, -32.75054
   9.73683,   6.22061,   8.18165,   6.69480,   2.36488
   8.55511,   4.72535,   5.53771,   1.80972,   1.02730
   2.54212,   8.70941,   9.29927,   2.56713,  -0.91610
   3.03498,   6.60991,   4.82705,   8.68019,   0.92780
   1.62450,   5.77356,   1.62957,   1.72710,  42.53952
   6.42929,   6.81446,   4.89010,   9.92116,   0.07656
   5.15350,   1.82188,   9.91002,   1.30832,   0.38732
   5.29515,   7.55144,   2.18624,   1.14675,  -2.17058
   8.68052,   7.83335,   5.53893,   2.17146,   0.25157
   1.96202,   6.14915,   1.82303,   9.09024,   0.57617
   1.95151,   4.34659,   3.14023,   6.76640,   0.66050
   3.92078,   5.69588,   3.03165,   4.73272,   1.04353
   5.16614,   8.03754,   5.80585,   9.38037,   0.80330
   9.69512,   5.03979,   3.42936,   9.98253,  -0.71039
   4.11697,   3.98515,   2.98290,   6.72956,  -0.03518
   1.88642,   9.68497,   4.50771,   2.76822,  -4.48324
   3.68078,   1.54419,   5.53445,   1.67951,   0.55425
   5.11974,   2.37504,   4.84297,   3.39771,   1.89912
   4.62620,   7.27326,   6.48255,   3.01706,  -0.76383
   5.68805,   5.96418,   8.80626,   6.41976,  -0.11571
   7.76908,   1.03425,   4.48160,   9.57318,  -1.32274
   7.79331,   8.35882,   2.21779,   9.65065,   0.07608
   6.29999,   3.29216,   6.43447,   7.66667,  -2.44101
   1.19354,   4.89860,   4.79218,   9.84476,   0.73330
   2.33150,   7.78660,   2.30476,   4.55800,   2.42099
   4.70913,   1.01827,   2.15829,   7.89635,  -0.64322
   5.30379,   9.47452,   2.89350,   1.92826,  -4.32092
   2.27455,   1.35885,   1.92772,   9.08829,  -0.12788
   3.64061,   6.47065,   9.33980,   6.44904,  -0.97899
   9.52625,   8.82708,   7.78773,   7.45610,   2.10828
   7.06763,   5.37135,   3.25254,   6.63070,  -0.50213
   4.09516,   1.26752,   2.22605,   2.77388,  -5.16155
   7.70893,   7.46419,   1.24227,   3.54201,  -0.10642
   6.75257,   5.74651,   4.10508,   4.45190,  -2.90084
   3.61169,   7.74436,   5.78062,   6.02601,  16.84079
   5.68074,   9.76569,   2.27097,   2.15427, -35.00204
   5.60017,   1.74383,   3.86635,   5.78558,  -2.00932
   4.66851,   1.88632,   1.54136,   4.34687,  -0.99168
   5.87636,   9.85603,   5.44761,   6.03120,   6.81926
   5.15821,   8.15040,   9.54055,   8.46824,  -2.79041
   5.07182,   6.07757,   2.36467,   6.54220,   0.24075
   2.32035,   8.59171,   3.49667,   3.75472,  24.30236
   4.98125,   5.32904,   7.54856,   1.07378,  -0.05371
   1.94602,   4.02422,   2.42286,   3.43456,   2.05417
   5.03859,   9.49516,   7.58452,   2.00059,  -0.79811
   3.46742,   8.10083,   6.56565,   9.29928,   1.69497
   5.03204,   2.55052,   7.68855,   1.10409,   0.37688
   9.92253,   6.38577,   7.66630,   7.13997,   6.71957
   6.94022,   1.98584,   5.56669,   3.48206,   2.37663
   2.60076,   8.53012,   8.20118,   7.16978,  -5.74886
   6.98653,   1.65156,   3.21221,   4.69439,  -3.59940
   5.69151,   6.67219,   6.75014,   7.37184,   1.57743
   9.31104,   3.29066,   8.19726,   3.81665,   1.37432
   8.27027,   8.71536,   5.96943,   9.49048,   0.12641
   9.39258,   7.69973,   3.31794,   3.96275,  -2.62536
   1.30234,   8.77666,   3.96321,   9.67691,   1.30814
   4.50698,   7.74906,   8.73941,   3.83779,  -0.66143
   3.41431,   3.01910,   2.75101,   7.35251,  -0.08589
   3.35700,   1.24029,   4.11698,   4.48893,  -5.69092
   2.91035,   3.00612,   9.50643,   7.13157,  -0.04033
   6.49516,   9.13587,   3.66150,   7.73065,   0.64896
   6.53364,   2.53981,   9.26208,   6.56067,   1.47843
   3.93116,   4.06381,   8.30308,   4.45726,  -0.03449
   5.15338,   6.43141,   2.65983,   7.38197,   0.27065
   7.68221,   1.34367,   7.35222,   3.03048,   1.46666
   2.47771,   7.92381,   8.60499,   6.98400,  -3.35973
   9.07522,   9.79188,   5.31604,   7.47803,   0.33148
   7.22343,   9.80836,   2.49936,   7.29129,   0.53943
   6.03728,   7.44240,   3.43610,   1.27845,  -0.65123
   5.75458,   9.27147,   9.73330,   7.98304,  -2.00935
   7.25006,   8.50044,   8.77602,   4.55876,  -0.29649
   9.15534,   8.03771,   3.76500,   5.65689,  -0.59075
   5.87873,   6.68435,   4.72056,   4.51617,  -3.94161
   3.24455,   5.15045,   9.21828,   6.43934,  -0.68584
   2.11687,   2.39297,   3.41629,   8.47328,   0.05460
   4.52018,   7.32012,   8.51591,   4.72224,  -0.73806
   4.77022,   2.97552,   2.13404,   2.02563,  16.55517
   4.55093,   8.56201,   4.44345,   2.21960,  -1.80366
   7.35526,   8.53403,   5.87055,   8.99360,   0.37744
   3.46549,   3.52359,   6.26919,   2.62538,  -0.01594
   5.34644,   2.42517,   5.25607,   4.52722,   4.00801
   7.37388,   5.55747,   5.61966,   2.21415,   0.53337
   6.72815,   2.95180,   3.90652,   9.92114,  -0.62786
   8.45617,   1.75085,   5.83202,   1.76754,   1.64974
   4.27577,   8.90990,   5.76043,   1.77804,  -1.16366
   3.75714,   3.29219,   6.02432,   6.26505,  -1.93137
   6.97025,   2.14256,   3.71210,   1.20582,   1.92624
   6.98985,   7.01580,   9.49899,   6.84230,  -0.00977
   6.25994,   1.03450,   8.29190,   5.58118,   1.92769
   9.95453,   4.91755,   1.23608,   8.45246,  -0.69799
   6.85074,   4.52221,   3.45785,   5.69633,  -1.04023
   6.68262,   2.70210,   2.24987,   8.76724,  -0.61075
   1.56924,   1.08547,   4.24509,   8.52989,  -0.11290
   3.82264,   4.99089,   7.13996,   7.77959,   1.82644
   5.87051,   6.15504,   3.85320,   7.71134,   0.07375
   2.60326,   1.93537,   9.66617,   6.02463,   0.18341
   7.85585,   9.70636,   1.54354,   7.98128,   0.28745
   3.62841,   8.20566,   1.68653,   6.32545,   0.98671
   2.07100,   6.15036,   7.38601,   7.34639,-102.96572
   9.77511,   4.13339,   6.85321,   1.05301,   0.97268
   2.31400,   1.30755,   1.78159,   7.05125,  -0.19099
   4.24926,   9.43691,   6.48036,   2.90461,  -1.45079
   8.72390,   6.59190,   5.05603,   6.57606,  -1.40261
   3.68451,   6.19211,   3.41398,   5.56543,   1.16554
   2.38064,   7.08980,   6.23366,   7.79035,   3.02511
   3.29762,   6.15041,   3.66023,   7.61369,   0.72159
   2.43221,   9.41042,   8.94367,   7.87605,  -6.53628
   6.57528,   3.35601,   8.77127,   7.43026,   2.40064
   1.07684,   9.26869,   3.88576,   8.94472,   1.61927
   7.86326,   7.05769,   4.54562,   6.09015,  -0.52156
   7.32436,   8.22442,   8.73196,   9.45369,   1.24709
   1.50987,   6.43756,   5.15440,   4.29078,  -5.70586
   5.91703,   4.76244,   6.39843,   1.39777,   0.23089
   3.33562,   8.19242,   2.58678,   4.96350,   2.04349
   4.04695,   4.54719,   5.09042,   4.52014,  -0.87720
   3.81833,   2.92068,   6.31399,   9.50696,  -0.28113
   7.62743,   1.82918,   4.44518,   4.01801,  13.57378
   7.24859,   1.85855,   4.56757,   1.38926,   1.69588
   9.24498,   7.45503,   1.30114,   5.42834,  -0.43369
   7.29496,   4.61371,   4.40002,   1.91911,   1.08075
   2.15346,   2.87592,   1.64831,   6.81397,   0.13986
   3.11384,   9.22599,   2.42375,   9.45763,   0.86896
   1.09471,   9.02426,   5.54756,   2.97223,  -3.07904
   3.11090,   7.68812,   7.30986,   6.71446,  -7.68771
   3.11147,   7.96915,   3.99794,   3.17857,  -5.92851
   6.78792,   6.55423,   3.46395,   9.03901,  -0.04192
   6.28455,   1.67938,   1.70388,   1.87397, -27.07502
   8.40086,   1.84827,   3.44440,   5.71100,  -2.89093
   1.90886,   7.09150,   2.06415,   4.56775,   2.07007
   1.10345,   2.17242,   8.57257,   2.02539,  -0.16327
   9.38589,   2.84408,   6.52535,   9.25146,  -2.39969
   8.45644,   4.76914,   3.94111,   7.73406,  -0.97215
   3.56563,   9.50342,   1.66327,   3.13392,   4.03754
   8.79948,   2.97040,   6.95114,   8.74054,  -3.25757
   9.54163,   1.02300,   6.28377,   4.18844,   4.06554
   1.32353,   6.49517,   1.78984,   4.55580,   1.86975
   4.24358,   7.61816,   8.23841,   5.05575,  -1.06030
   2.69498,   4.37833,   5.29907,   7.62631,   0.72332
   5.44332,   8.98748,   1.95618,   4.80849,   1.24256
   9.15082,   8.08769,   7.93393,   5.50089,   0.43696
   1.23146,   2.85322,   7.03212,   7.14107,  14.88504
   8.94652,   6.33003,   1.99368,   5.25241,  -0.80292
   8.14762,   4.54856,   4.31003,   8.89278,  -0.78535
   9.57738,   8.48409,   7.89359,   8.18044,  -3.81134
   7.20010,   3.42065,   5.00473,   4.90504,  37.91146
   3.12067,   3.41142,   6.27723,   8.47117,   0.13252
   5.64464,   6.64169,   7.90792,   7.72268,  -5.38263
   5.67657,   1.73012,   3.78763,   7.67779,  -1.01447
   4.03705,   5.27877,   1.67239,   2.85187,   1.05278
   6.39316,   5.21828,   3.39263,   7.32350,  -0.29889
   3.14316,   9.68013,   9.71786,   9.03914,  -9.63127
   8.51646,   3.08680,   7.76665,   5.16685,   2.08849
   1.34790,   4.75308,   7.05126,   7.37441,  10.53733
   3.82681,   1.21223,   9.48166,   4.62755,   0.53863
   5.28330,   3.34311,   1.15742,   9.44317,  -0.23416
   9.09820,   9.27227,   5.54678,   2.95113,  -0.06707
   1.34767,   9.68673,   5.57727,   8.18289,   3.20040
   9.67397,   5.30416,   4.63875,   6.55027,  -2.28604
   6.89519,   7.75188,   3.93104,   3.75570,  -4.88580
   7.26470,   5.67620,   1.22182,   9.22938,  -0.19838
   6.03982,   3.32513,   4.38780,   6.62559,  -1.21311
   2.75586,   5.92876,   9.55086,   7.86027,  -1.87681
   1.41668,   9.20417,   1.29407,   7.53570,   1.24767
   3.14565,   5.09650,   8.21727,   6.83752,  -1.41392
   1.06226,   9.13327,   7.97778,   1.16477,  -1.18465
   2.23257,   4.30945,   6.76626,   3.59777,  -0.65548
   3.58016,   6.57898,   7.15402,   3.86090,  -0.91063
   6.57123,   4.04603,   3.72869,   2.94815,   3.23520
   3.77024,   6.15178,   9.24477,   2.09004,  -0.33286
   4.48256,   3.32427,   3.33269,   5.12721,  -0.64546
   8.82928,   8.69915,   1.04574,   1.38563,  -0.38288
   5.35959,   5.20200,   1.01566,   5.52388,  -0.03496
   7.01072,   7.92667,   8.14582,   7.45669,  -1.32915
   3.80678,   1.73464,   4.23482,   1.38946,   0.72825
   2.49786,   8.70040,   6.01950,   6.31642,  20.88901
   6.13251,   5.76462,   6.94462,   5.08388,   0.19771
   1.62530,   8.25467,   2.36863,   1.31427,  -6.28759
   2.06101,   5.30498,   4.20429,   3.98238, -14.61850
   3.34280,   6.97168,   3.84984,   5.16583,   2.75752
   3.59974,   1.67331,   8.32057,   5.76901,   0.75500
   1.80938,   5.53080,   4.84662,   4.15923,  -5.41383
   7.52795,   6.53486,   2.84332,   4.95331,  -0.47066
   9.42947,   5.02229,   5.17099,   6.68849,  -2.90425
   9.71936,   9.07761,   3.27987,   3.61353,  -1.92341
   9.17827,   3.30187,   9.93698,   3.62941,   0.93164
   9.54118,   3.56242,   3.55181,   3.61818, -90.07789
   8.05291,   6.44028,   9.73512,   7.67745,   0.78372
   4.29788,   6.11212,   7.20050,   7.35092,  12.06062
   5.83433,   8.13638,   6.95063,   4.73268,  -1.03792
   2.56235,   9.96681,   6.79878,   5.28312,  -4.88532
   7.03703,   9.70432,   7.70170,   8.71835,   2.62362
   3.82000,   3.56839,   6.44628,   6.81461,  -0.68310
   4.08918,   6.31563,   8.74729,   3.41717,  -0.41771
   5.11075,   1.54234,   6.44067,   2.58382,   0.92521
   8.59019,   1.88289,   2.38118,   9.79752,  -0.90440
   4.45664,   3.40655,   9.81059,   3.45226,   0.16515
   3.07735,   6.24472,   8.14043,   9.69860,   2.03274
   1.02901,   8.11427,   4.07072,   3.11007,  -7.37544
   6.95682,   2.08013,   2.51106,   8.96203,  -0.75596
   9.11314,   7.61369,   2.15792,   9.93755,  -0.19274
   5.79217,   1.02697,   4.64765,   5.41652,  -6.19770
   1.10837,   1.48772,   1.13138,   4.72421,   0.10559
   5.85457,   8.46308,   2.30240,   9.51351,   0.36173
   2.07859,   3.59571,   4.54121,   3.18481,  -1.11850
   5.33711,   4.11713,   7.29898,   2.15031,   0.23695
   1.84155,   2.34595,   5.66955,   5.48521,  -2.73618
   2.06443,   6.67686,   8.79078,   5.14864,  -1.26641
   1.09452,   5.34989,   3.98358,   3.70721, -15.39733
   1.74769,   9.54255,   5.37916,   2.36989,  -2.59028
   2.73411,   6.99265,   3.45295,   7.31926,   1.10145
   6.77857,   3.82226,   3.98540,   4.23354, -11.91349
   1.47765,   5.59193,   9.90425,   5.35730,  -0.90484
   1.07251,   7.84927,   1.50746,   5.91044,   1.53913
   8.55024,   8.95028,   3.94309,   7.62028,   0.10879
   9.60846,   3.29481,   7.19872,   3.91143,   1.92063
   6.51180,   2.97249,   6.57534,   6.59922,-148.21992
   4.43114,   6.17268,   7.37624,   5.62472,  -0.99431
   9.65590,   7.54623,   4.57420,   3.32818,   1.69313
   9.71132,   9.79802,   4.87677,   7.85534,   0.02911
   4.80086,   2.77365,   6.67821,   9.43150,  -0.73629
   4.80985,   1.25986,   6.23342,   5.83079,   8.81689
   1.81639,   4.71046,   3.36275,   9.77184,   0.45156
   1.53847,   5.34779,   7.86882,   3.89632,  -0.95892
   7.08224,   1.39505,   6.78288,   5.90659,   6.49007
   2.78782,   4.34764,   1.16421,   2.93633,   0.88019
   6.67765,   3.63624,   9.95739,   9.91805,  77.30912
   3.91154,   9.44453,   1.35254,   3.32445,   2.80590
   8.52003,   1.34618,   9.69289,   8.61275,   6.64158
   2.50895,   1.50346,   1.25271,   7.19999,  -0.16907
   3.97292,   3.60988,   7.68277,   6.72278,   0.37817
   9.44064,   4.31403,   6.92303,   7.49600,  -8.94738
   2.17064,   5.80049,   9.99018,   8.70213,  -2.81809
   2.36491,   5.15569,   2.91605,   2.74371, -16.19348
   1.82214,   4.88556,   8.36745,   2.18795,  -0.49574
   4.91356,   1.92874,   9.80984,   3.43117,   0.46794
   5.21094,   7.56097,   3.51533,   5.98802,   0.95040
   7.35310,   2.84609,   4.64529,   9.37814,  -0.95228
   4.75968,   6.79162,   9.15686,   6.67067,  -0.81729
   1.05424,   4.77738,   1.34680,   6.00153,   0.79986
   8.60583,   8.99812,   8.70678,   9.66885,   0.40775
   6.80796,   7.92035,   9.47899,   3.09675,  -0.17429
   9.22324,   9.20692,   9.87738,   7.43008,   0.00667
   5.66817,   7.68397,   3.72793,   8.26996,   0.44381
   6.55983,   7.27067,   9.21645,   8.97064,  -2.89175
   5.28300,   2.24273,   9.84435,   7.23587,   1.16553
   8.07701,   6.32863,   9.06721,   1.85467,   0.24241
   3.50633,   1.57427,   8.05990,   9.73299,  -1.15478
   9.58870,   6.66102,   9.88733,   2.77824,   0.41182
   5.40551,   6.72112,   1.82777,   9.48861,   0.17173
   7.90023,   5.26898,   7.76846,   7.71884,  53.02111
   4.24070,   1.69399,   4.52069,   9.65591,  -0.49593
   3.02036,   9.43339,   4.20340,   3.69514, -12.61765
   1.89611,   1.04909,   6.68347,   5.88094,   1.05545
   8.77731,   7.65681,   4.42455,   8.79299,  -0.25650
   8.86507,   6.52224,   4.24236,   1.79939,   0.95901
   5.78972,   7.72582,   6.22402,   8.70569,   0.78016
   1.54849,   9.02205,   3.76170,   4.88201,   6.67101
   4.17386,   1.29426,   6.66456,   9.21409,  -1.12946
   5.84108,   9.02140,   9.07089,   2.10279,  -0.45641
   8.77645,   1.35060,   9.39283,   1.27427,   0.91467
   7.39774,   4.10365,   7.81020,   8.14890,  -9.72570
   1.95138,   1.32069,   2.79027,   8.79340,  -0.10506
   5.05397,   8.52450,   9.28151,   2.32119,  -0.49862
   7.25632,   2.41361,   7.25127,   4.51122,   1.76738
   6.96780,   8.19830,   8.02868,   9.28697,   0.97792
   1.51302,   4.71017,   3.37283,   7.03657,   0.87264
   5.35466,   9.77388,   4.37712,   2.73843,  -2.69681
   4.51292,   8.80091,   2.99808,   7.98421,   0.85998
   3.14440,   8.42533,   9.65364,   9.45563, -26.67092
   6.16765,   3.88303,   3.90059,   5.24421,  -1.70035
   6.76489,   3.36464,   1.29666,   4.37835,  -1.10337
   2.97475,   7.02973,   4.61863,   9.80930,   0.78120
   2.35873,   3.67814,   8.46460,   5.57471,  -0.45656
   2.57270,   5.97894,   1.94406,   8.63622,   0.50899
   2.88467,   4.14445,   3.16030,   9.15026,   0.21031
   1.62102,   1.85186,   7.94730,   7.23584,  -0.32446
   7.30658,   6.03164,   7.77427,   8.99233,  -1.04670
   7.35785,   2.07978,   5.41118,   5.44786,-143.87361
   6.07705,   8.23360,   7.49039,   7.78827,   7.23968
   4.50825,   1.48555,   3.14093,   3.14270,-1708.95215
   6.67501,   1.50740,   3.36696,   9.35752,  -0.86262
   7.94789,   8.44628,   7.95277,   2.74837,  -0.09576
   9.05270,   2.71813,   7.66284,   4.34952,   1.91185
   6.16255,   1.21446,   4.69168,   4.16788,   9.44655
   8.04039,   4.15081,   8.84794,   5.16451,   1.05597
   4.87708,   3.55920,   8.19485,   7.52375,   1.96376
   6.74337,   9.46138,   2.53501,   5.17302,   1.03033
   2.14401,   5.32353,   9.36609,   1.00204,  -0.38014
   5.00934,   6.93640,   3.05358,   6.65839,   0.53458
   8.87952,   8.54464,   4.52231,   6.71656,  -0.15262
   7.75676,   5.85677,   4.75589,   3.44793,   1.45264
   5.55176,   7.41733,   1.42840,   2.08869,   2.82541
   7.93841,   7.00252,   9.57444,   1.09674,   0.11039
   3.51231,   5.50947,   5.92580,   7.19571,   1.57268
   3.28727,   2.06563,   3.92068,   7.34934,  -0.35630
   4.36034,   5.17956,   6.91065,   8.20252,   0.63413
   4.98407,   2.50403,   5.73838,   9.05222,  -0.74839
   7.78449,   6.07615,   4.70720,   6.18978,  -1.15228
   9.94903,   5.11596,   9.83513,   5.01160,   1.00198
   3.54431,   7.77262,   4.02756,   6.98529,   1.42958
   4.33701,   2.67040,   8.03995,   2.48215,   0.29987
   2.18499,   5.04891,   1.29241,   9.91858,   0.33200
   3.54380,   3.19925,   3.27669,   9.52159,  -0.05517
   7.22693,   8.07748,   6.38618,   9.42290,   0.28009
   1.22737,   2.25563,   4.36410,   3.52133,  -1.22009
   1.48669,   2.37697,   4.88374,   2.98774,  -0.46956
   4.57487,   3.76467,   4.41698,   4.68840,  -2.98498
   5.11873,   8.18844,   8.02465,   2.68765,  -0.57518
   1.85617,   7.82380,   3.43493,   9.28289,   1.02046
   8.30320,   6.59105,   1.29589,   8.09398,  -0.25186
   4.90620,   8.69808,   1.35862,   4.31360,   1.28322
   3.90265,   1.96502,   1.28542,   7.46017,  -0.31380
   2.43539,   7.61083,   5.01141,   5.44824,  11.84772
   4.17467,   8.63235,   8.36025,   8.50258,  31.31895
