x1,x2,x3,x4,y1
   0.37080,   0.95870,   0.65839,   0.58450,  -7.94937
   0.54137,   0.42377,   0.89206,   0.37102,   0.22558
   0.51309,   0.61072,   0.73615,   0.65013,  -1.13401
   0.16641,   0.28601,   0.09967,   0.89006,   0.15129
   0.53779,   0.79136,   0.91678,   0.59068,  -0.77716
   0.10752,   0.44299,   0.39802,   0.77929,   0.87970
   0.05809,   0.64552,   0.10148,   0.55936,   1.28257
   0.37140,   0.33182,   0.31315,   0.75334,  -0.08985
   0.09939,   0.35094,   0.02167,   0.53111,   0.49367
   0.83314,   0.94631,   0.61104,   0.15751,  -0.24936
   0.24939,   0.55040,   0.37311,   0.62790,   1.18117
   0.18938,   0.57385,   0.29346,   0.20260,  -4.22966
   0.77536,   0.39167,   0.52384,   0.07176,   0.84836
   0.81824,   0.46094,   0.22732,   0.20031,  13.21748
   0.25299,   0.12180,   0.23506,   0.93091,  -0.18844
   0.93057,   0.37389,   0.52506,   0.37941,   3.81975
   0.15087,   0.25413,   0.77316,   0.54743,  -0.45735
   0.73146,   0.35277,   0.11377,   0.92211,  -0.46832
   0.53459,   0.10092,   0.09056,   0.11084, -21.37465
   0.41988,   0.61634,   0.85553,   0.21130,  -0.30483
   0.03213,   0.60897,   0.23590,   0.20268, -17.35250
   0.11885,   0.54152,   0.23858,   0.50787,   1.56922
   0.19830,   0.75681,   0.28673,   0.04831,  -2.34154
   0.60052,   0.65827,   0.01599,   0.51377,   0.11597
   0.48183,   0.66845,   0.22927,   0.08394,  -1.28354
   0.90339,   0.37277,   0.17061,   0.11346,   9.27932
   0.06291,   0.78481,   0.30214,   0.10023,  -3.57380
   0.91000,   0.45090,   0.34225,   0.76111,  -1.09577
   0.09023,   0.11286,   0.40344,   0.69768,   0.07702
   0.41698,   0.39281,   0.15120,   0.51312,  -0.06672
   0.50931,   0.22920,   0.27141,   0.31772,  -6.04791
   0.88462,   0.14055,   0.86318,   0.38878,   1.56772
   0.27836,   0.07483,   0.42831,   0.95294,  -0.38777
   0.04910,   0.05337,   0.69924,   0.71143,   0.35491
   0.73539,   0.75769,   0.67659,   0.05317,  -0.03574
   0.85193,   0.17669,   0.79688,   0.14421,   1.03415
   0.24551,   0.65073,   0.31757,   0.46978,   2.66176
   0.05603,   0.16786,   0.23081,   0.63132,   0.27924
   0.51951,   0.18867,   0.79427,   0.72242,   4.59929
   0.97476,   0.22449,   0.13941,   0.66582,  -1.42480
   0.94717,   0.54845,   0.34273,   0.61093,  -1.48632
   0.54427,   0.38670,   0.41475,   0.00520,   0.38457
   0.73982,   0.06922,   0.31624,   0.08348,   2.87975
   0.31749,   0.02249,   0.68503,   0.81637,  -2.24570
   0.87735,   0.72700,   0.78226,   0.56547,   0.69323
   0.18933,   0.57444,   0.59395,   0.91119,   1.21369
   0.88627,   0.63893,   0.22148,   0.60054,  -0.65234
   0.40895,   0.63293,   0.73676,   0.10747,  -0.35578
   0.66440,   0.39284,   0.52367,   0.12270,   0.67697
   0.51007,   0.37638,   0.14441,   0.66344,  -0.25747
   0.74876,   0.74930,   0.48810,   0.80697,   0.00163
   0.46900,   0.89809,   0.59475,   0.34164,  -1.69440
   0.66913,   0.09855,   0.53330,   0.58912, -10.22521
   0.05778,   0.63888,   0.44660,   0.71971,   2.12728
   0.77567,   0.08438,   0.83839,   0.72842,   6.28092
   0.14779,   0.60381,   0.73505,   0.66885,  -6.88269
   0.60444,   0.81769,   0.75727,   0.81597,   3.63456
   0.51483,   0.11374,   0.81892,   0.05358,   0.52383
   0.49902,   0.72257,   0.55776,   0.69232,   1.66110
   0.06456,   0.04729,   0.46128,   0.91501,  -0.03796
   0.65535,   0.15056,   0.03284,   0.52572,  -1.02376
   0.26092,   0.39188,   0.38041,   0.25224,  -1.02144
   0.89590,   0.35582,   0.27247,   0.17704,   5.65614
   0.92941,   0.17082,   0.21776,   0.53668,  -2.37789
   0.27571,   0.80077,   0.63646,   0.70210,   8.00055
   0.54962,   0.86692,   0.24353,   0.86432,   0.51093
   0.20115,   0.63777,   0.37288,   0.09384,  -1.56408
   0.32433,   0.98928,   0.19413,   0.90039,   0.94119
   0.28101,   0.46197,   0.60809,   0.60397, -43.51482
   0.28713,   0.22223,   0.97143,   0.44935,   0.12420
   0.23330,   0.83588,   0.09039,   0.16752,   7.81072
   0.02218,   0.75527,   0.00488,   0.55867,   1.32331
   0.48853,   0.60092,   0.73997,   0.44657,  -0.38289
   0.33880,   0.85265,   0.01679,   0.45009,   1.18549
   0.11287,   0.12125,   0.20762,   0.17844,  -0.28811
   0.95487,   0.66070,   0.73857,   0.85313,  -2.56816
   0.36741,   0.78622,   0.83231,   0.13131,  -0.59719
   0.38195,   0.83906,   0.52685,   0.19859,  -1.39189
   0.68743,   0.26316,   0.34646,   0.86272,  -0.82156
   0.61447,   0.88879,   0.82889,   0.98548,   1.75168
   0.91151,   0.39218,   0.11373,   0.78674,  -0.77141
   0.01346,   0.81174,   0.14858,   0.05379,  -8.41788
   0.43007,   0.89021,   0.75825,   0.42607,  -1.38454
   0.69836,   0.58170,   0.95928,   0.19735,   0.15306
   0.64901,   0.57371,   0.77328,   0.29205,   0.15641
   0.10236,   0.01065,   0.73343,   0.57757,   0.58780
   0.66147,   0.52963,   0.39250,   0.19646,   0.67222
   0.25829,   0.32291,   0.25749,   0.81451,   0.11602
   0.77902,   0.63126,   0.60488,   0.44172,   0.90519
   0.87131,   0.56463,   0.57783,   0.35493,   1.37522
   0.11611,   0.70564,   0.95286,   0.82638,  -4.65756
   0.85696,   0.21420,   0.79003,   0.86279,  -8.83681
   0.64891,   0.26678,   0.69932,   0.72241, -16.57400
   0.58107,   0.69618,   0.94861,   0.67802,  -0.42515
   0.22262,   0.26117,   0.37780,   0.70478,   0.11794
   0.10792,   0.01386,   0.38260,   0.81105,  -0.21937
   0.44589,   0.17856,   0.81839,   0.81854,-2522.09912
   0.94344,   0.15586,   0.54084,   0.68431,  -5.48890
   0.53867,   0.83637,   0.10872,   0.29297,   1.61521
   0.34346,   0.01360,   0.01571,   0.26085,  -1.34499
   0.81720,   0.33964,   0.37146,   0.66631,  -1.61925
   0.23241,   0.20910,   0.80136,   0.10588,   0.03346
   0.64567,   0.62407,   0.74581,   0.87430,  -0.16820
   0.22348,   0.30798,   0.30003,   0.86563,   0.14941
   0.10084,   0.19554,   0.95344,   0.69494,  -0.36628
   0.13665,   0.08684,   0.02542,   0.48233,  -0.10889
   0.45408,   0.02523,   0.31513,   0.58177,  -1.60777
   0.84230,   0.51255,   0.96851,   0.97863, -32.75054
   0.97080,   0.57995,   0.79797,   0.63280,   2.36488
   0.83944,   0.41373,   0.50419,   0.08995,   1.02730
   0.17106,   0.85662,   0.92216,   0.17412,  -0.91610
   0.22584,   0.62322,   0.42522,   0.85342,   0.92780
   0.06906,   0.53025,   0.06993,   0.08077,  42.53952
   0.60314,   0.64596,   0.43223,   0.99132,   0.07656
   0.46133,   0.09096,   0.99002,   0.03424,   0.38732
   0.47708,   0.72789,   0.13179,   0.01628,  -2.17058
   0.85338,   0.75923,   0.50432,   0.13015,   0.25157
   0.10658,   0.57200,   0.09143,   0.89899,   0.57617
   0.10541,   0.37162,   0.23779,   0.64076,   0.66050
   0.32430,   0.52162,   0.22573,   0.41477,   1.04353
   0.46273,   0.78193,   0.53398,   0.93123,   0.80330
   0.96616,   0.44868,   0.26992,   0.99814,  -0.71039
   0.34611,   0.33144,   0.22031,   0.63666,  -0.03518
   0.09817,   0.96507,   0.38974,   0.19647,  -4.48324
   0.29763,   0.06009,   0.50383,   0.07548,   0.55425
   0.45758,   0.15245,   0.42699,   0.26642,   1.89912
   0.40272,   0.69697,   0.60918,   0.22412,  -0.76383
   0.52075,   0.55144,   0.86738,   0.60224,  -0.11571
   0.75207,   0.00340,   0.38684,   0.95265,  -1.32274
   0.75476,   0.81764,   0.13529,   0.96126,   0.07608
   0.58877,   0.25440,   0.60383,   0.74080,  -2.44101
   0.02115,   0.43298,   0.42135,   0.98283,   0.73330
   0.14765,   0.75403,   0.14496,   0.39535,   2.42099
   0.41194,   0.00162,   0.12868,   0.76632,  -0.64322
   0.47804,   0.94167,   0.21038,   0.10313,  -4.32092
   0.14131,   0.03948,   0.10306,   0.89877,  -0.12788
   0.29316,   0.60774,   0.92666,   0.60549,  -0.97899
   0.94739,   0.86970,   0.75420,   0.71740,   2.10828
   0.67410,   0.48554,   0.25027,   0.62568,  -0.50213
   0.34369,   0.02933,   0.13621,   0.19709,  -5.16155
   0.74538,   0.71819,   0.02690,   0.28245,  -0.10642
   0.63908,   0.52724,   0.34500,   0.38356,  -2.90084
   0.28995,   0.74934,   0.53118,   0.55848,  16.84079
   0.51994,   0.97404,   0.14120,   0.12824, -35.00204
   0.51098,   0.08228,   0.31847,   0.53176,  -2.00932
   0.40742,   0.09812,   0.06013,   0.37189,  -0.99168
   0.54168,   0.98408,   0.49418,   0.55906,   6.81926
   0.46185,   0.79447,   0.94897,   0.82987,  -2.79041
   0.45225,   0.56405,   0.15161,   0.61584,   0.24075
   0.14641,   0.84353,   0.27740,   0.30609,  24.30236
   0.44218,   0.48083,   0.72763,   0.00817,  -0.05371
   0.10480,   0.33578,   0.15808,   0.27051,   2.05417
   0.44856,   0.94397,   0.73162,   0.11116,  -0.79811
   0.27391,   0.78896,   0.61841,   0.92222,   1.69497
   0.44783,   0.17196,   0.74318,   0.01154,   0.37688
   0.99144,   0.59831,   0.74071,   0.68227,   6.71957
   0.65994,   0.10918,   0.50741,   0.27579,   2.37663
   0.17758,   0.83669,   0.80014,   0.68558,  -5.74886
   0.66508,   0.07202,   0.24579,   0.41051,  -3.59940
   0.52113,   0.63015,   0.63891,   0.70803,   1.57743
   0.92347,   0.25424,   0.79971,   0.31297,   1.37432
   0.80778,   0.85728,   0.55216,   0.94346,   0.12641
   0.93253,   0.74438,   0.25754,   0.32921,  -2.62536
   0.03325,   0.86409,   0.32924,   0.96418,   1.30814
   0.38947,   0.74986,   0.85995,   0.31532,  -0.66143
   0.26801,   0.22405,   0.19454,   0.70589,  -0.08589
   0.26164,   0.02630,   0.34632,   0.38768,  -5.69092
   0.21199,   0.22261,   0.94518,   0.68133,  -0.04033
   0.61046,   0.90402,   0.29571,   0.74791,   0.64896
   0.61474,   0.17077,   0.91803,   0.61789,   1.47843
   0.32546,   0.34018,   0.81147,   0.38416,  -0.03449
   0.46132,   0.60338,   0.18441,   0.70916,   0.27065
   0.74241,   0.03780,   0.70581,   0.22561,   1.46666
   0.16390,   0.76928,   0.84501,   0.66494,  -3.35973
   0.89726,   0.97695,   0.47956,   0.71983,   0.33148
   0.69142,   0.97878,   0.16658,   0.69908,   0.53943
   0.55957,   0.71577,   0.27067,   0.03092,  -0.65123
   0.52814,   0.91910,   0.97039,   0.77595,  -2.00935
   0.69438,   0.83339,   0.86402,   0.39544,  -0.29649
   0.90616,   0.78195,   0.30721,   0.51746,  -0.59075
   0.54194,   0.63150,   0.41339,   0.39070,  -3.94161
   0.24914,   0.46098,   0.91316,   0.60441,  -0.68584
   0.12379,   0.15444,   0.26846,   0.83043,   0.05460
   0.39093,   0.70218,   0.83512,   0.41360,  -0.73806
   0.41873,   0.21920,   0.12599,   0.11395,  16.55517
   0.39435,   0.84023,   0.38260,   0.13550,  -1.80366
   0.70607,   0.83712,   0.54117,   0.88825,   0.37744
   0.27370,   0.28013,   0.58547,   0.18059,  -0.01594
   0.48278,   0.15802,   0.47289,   0.39193,   4.00801
   0.70814,   0.50623,   0.51329,   0.13490,   0.53337
   0.63636,   0.21657,   0.32294,   0.99132,  -0.62786
   0.82844,   0.08306,   0.53689,   0.08527,   1.64974
   0.36376,   0.87890,   0.52894,   0.08643,  -1.16366
   0.30612,   0.25441,   0.55826,   0.58504,  -1.93137
   0.66327,   0.12661,   0.30133,   0.02285,   1.92624
   0.66545,   0.66835,   0.94435,   0.64919,  -0.00977
   0.58432,   0.00343,   0.81022,   0.50905,   1.92769
   0.99500,   0.43509,   0.02621,   0.82812,  -0.69799
   0.64999,   0.39114,   0.27308,   0.52185,  -1.04023
   0.63130,   0.18881,   0.13886,   0.86309,  -0.61075
   0.06292,   0.00909,   0.36056,   0.83672,  -0.11290
   0.31340,   0.44324,   0.68222,   0.75334,   1.82644
   0.54103,   0.57266,   0.31701,   0.74576,   0.07375
   0.17785,   0.10357,   0.96293,   0.55833,   0.18341
   0.76172,   0.96744,   0.06037,   0.77576,   0.28745
   0.29181,   0.80062,   0.07626,   0.59176,   0.98671
   0.11869,   0.57214,   0.70956,   0.70521,-102.96572
   0.97505,   0.34792,   0.65036,   0.00587,   0.97268
   0.14570,   0.03378,   0.08682,   0.67241,  -0.19099
   0.36082,   0.93749,   0.60893,   0.21162,  -1.45079
   0.85821,   0.62122,   0.45067,   0.61960,  -1.40261
   0.29804,   0.57678,   0.26821,   0.50730,   1.16554
   0.15311,   0.67657,   0.58152,   0.75454,   3.02511
   0.25504,   0.57214,   0.29557,   0.73491,   0.72159
   0.15884,   0.93455,   0.88265,   0.76406,  -6.53628
   0.61937,   0.26150,   0.86349,   0.71453,   2.40064
   0.00818,   0.91879,   0.32063,   0.88282,   1.61927
   0.76254,   0.67300,   0.39395,   0.56561,  -0.52156
   0.70264,   0.80270,   0.85912,   0.93938,   1.24709
   0.05632,   0.60406,   0.46160,   0.36566,  -5.70586
   0.54620,   0.41785,   0.59983,   0.04418,   0.23089
   0.25926,   0.79914,   0.17629,   0.44041,   2.04349
   0.33833,   0.39392,   0.45449,   0.39114,  -0.87720
   0.31292,   0.21311,   0.59045,   0.94529,  -0.28113
   0.73632,   0.09177,   0.38279,   0.33535,  13.57378
   0.69421,   0.09503,   0.39639,   0.04323,   1.69588
   0.91613,   0.71717,   0.03344,   0.49207,  -0.43369
   0.69937,   0.40131,   0.37777,   0.10211,   1.08075
   0.12785,   0.20813,   0.07201,   0.64604,   0.13986
   0.23461,   0.91404,   0.15818,   0.93981,   0.86896
   0.01017,   0.89162,   0.50528,   0.21914,  -3.07904
   0.23428,   0.74308,   0.70110,   0.63498,  -7.68771
   0.23434,   0.77433,   0.33310,   0.24206,  -5.92851
   0.64301,   0.61703,   0.27376,   0.89329,  -0.04192
   0.58705,   0.07512,   0.07819,   0.09709, -27.07502
   0.82230,   0.09389,   0.27159,   0.52348,  -2.89093
   0.10067,   0.67676,   0.11822,   0.39644,   2.07007
   0.01114,   0.12993,   0.84141,   0.11392,  -0.16327
   0.93179,   0.20459,   0.61393,   0.91690,  -2.39969
   0.82847,   0.41859,   0.32678,   0.74828,  -0.97215
   0.28483,   0.94488,   0.07368,   0.23710,   4.03754
   0.86661,   0.21863,   0.66124,   0.86013,  -3.25757
   0.94910,   0.00215,   0.58709,   0.35428,   4.06554
   0.03560,   0.61047,   0.08774,   0.39511,   1.86975
   0.36019,   0.73531,   0.80428,   0.45066,  -1.06030
   0.18805,   0.37515,   0.47767,   0.73631,   0.72332
   0.49355,   0.88753,   0.10622,   0.42319,   1.24256
   0.90566,   0.78750,   0.77045,   0.50013,   0.43696
   0.02537,   0.20561,   0.67024,   0.68239,  14.88504
   0.88295,   0.59211,   0.11039,   0.47252,  -0.80292
   0.79415,   0.39407,   0.36777,   0.87704,  -0.78535
   0.95307,   0.83157,   0.76596,   0.79789,  -3.81134
   0.68882,   0.26869,   0.44497,   0.43392,  37.91146
   0.23537,   0.26766,   0.58636,   0.83019,   0.13252
   0.51592,   0.62676,   0.76756,   0.74702,  -5.38263
   0.51947,   0.08076,   0.30973,   0.74203,  -1.01447
   0.33723,   0.47525,   0.07469,   0.20576,   1.05278
   0.59913,   0.46852,   0.26584,   0.70266,  -0.29889
   0.23787,   0.96453,   0.96867,   0.89331,  -9.63127
   0.83515,   0.23157,   0.75186,   0.46301,   2.08849
   0.03831,   0.41681,   0.67237,   0.70832,  10.53733
   0.31386,   0.02319,   0.94243,   0.40308,   0.53863
   0.47576,   0.26007,   0.01747,   0.93821,  -0.23416
   0.89981,   0.91919,   0.50520,   0.21679,  -0.06707
   0.03829,   0.96526,   0.50858,   0.79816,   3.20040
   0.96381,   0.47807,   0.40430,   0.61674,  -2.28604
   0.65493,   0.75017,   0.32566,   0.30620,  -4.88580
   0.69600,   0.51943,   0.02462,   0.91445,  -0.19838
   0.55985,   0.25807,   0.37642,   0.62511,  -1.21311
   0.19482,   0.54750,   0.95011,   0.76231,  -1.87681
   0.04596,   0.91162,   0.03265,   0.72624,   1.24767
   0.23814,   0.45498,   0.80193,   0.64866,  -1.41392
   0.00656,   0.90374,   0.77532,   0.01829,  -1.18465
   0.13665,   0.36749,   0.64070,   0.28865,  -0.65548
   0.28644,   0.61979,   0.68379,   0.31789,  -0.91063
   0.61892,   0.33821,   0.30318,   0.21646,   3.23520
   0.30757,   0.57230,   0.91610,   0.12110,  -0.33286
   0.38675,   0.25797,   0.25918,   0.45860,  -0.64546
   0.86992,   0.85548,   0.00506,   0.04283,  -0.38288
   0.48424,   0.46671,   0.00172,   0.50268,  -0.03496
   0.66777,   0.76960,   0.79399,   0.71746,  -1.32915
   0.31163,   0.08126,   0.35942,   0.04325,   0.72825
   0.16614,   0.85562,   0.55772,   0.59075,  20.88901
   0.57015,   0.52926,   0.66052,   0.45379,   0.19771
   0.06915,   0.80606,   0.15205,   0.03490,  -6.28759
   0.11758,   0.47816,   0.35602,   0.33139, -14.61850
   0.26006,   0.66344,   0.31664,   0.46290,   2.75752
   0.28862,   0.07444,   0.81341,   0.52992,   0.75500
   0.08961,   0.50326,   0.42740,   0.35104,  -5.41383
   0.72527,   0.61488,   0.20480,   0.43928,  -0.47066
   0.93663,   0.44673,   0.46344,   0.63210,  -2.90425
   0.96886,   0.89755,   0.25331,   0.29040,  -1.92341
   0.90871,   0.25548,   0.99302,   0.29216,   0.93164
   0.94905,   0.28445,   0.28352,   0.29092, -90.07789
   0.78362,   0.60437,   0.97059,   0.74199,   0.78372
   0.36622,   0.56789,   0.68895,   0.70571,  12.06062
   0.53701,   0.79292,   0.66119,   0.41476,  -1.03792
   0.17331,   0.99640,   0.64431,   0.47593,  -4.88532
   0.67070,   0.96722,   0.74464,   0.85766,   2.62362
   0.31310,   0.28511,   0.60515,   0.64611,  -0.68310
   0.34302,   0.59051,   0.86082,   0.26858,  -0.41771
   0.45658,   0.05988,   0.60452,   0.17598,   0.92521
   0.84334,   0.09774,   0.15345,   0.97758,  -0.90440
   0.38387,   0.26712,   0.97897,   0.27248,   0.16515
   0.23055,   0.58263,   0.79339,   0.96659,   2.03274
   0.00287,   0.79046,   0.34118,   0.23445,  -7.37544
   0.66178,   0.11967,   0.16788,   0.88474,  -0.75596
   0.90147,   0.73481,   0.12864,   0.99314,  -0.19274
   0.53232,   0.00259,   0.40529,   0.49075,  -6.19770
   0.01169,   0.05381,   0.01458,   0.41382,   0.10559
   0.53926,   0.82923,   0.14469,   0.94602,   0.36173
   0.11953,   0.28815,   0.39346,   0.24276,  -1.11850
   0.48174,   0.34611,   0.69989,   0.12780,   0.23695
   0.09318,   0.14922,   0.51884,   0.49839,  -2.73618
   0.11796,   0.63067,   0.86566,   0.46099,  -1.26641
   0.01015,   0.48315,   0.33150,   0.30081, -15.39733
   0.08275,   0.94923,   0.48657,   0.15220,  -2.59028
   0.19240,   0.66577,   0.27254,   0.70219,   1.10145
   0.64197,   0.31333,   0.33170,   0.35930, -11.91349
   0.05273,   0.51006,   0.98938,   0.48417,  -0.90484
   0.00770,   0.76100,   0.05636,   0.54564,   1.53913
   0.83890,   0.88339,   0.32700,   0.73564,   0.10879
   0.95653,   0.25470,   0.68875,   0.32350,   1.92063
   0.61231,   0.21887,   0.61949,   0.62218,-148.21992
   0.38103,   0.57462,   0.70848,   0.51389,  -0.99431
   0.96180,   0.72731,   0.39713,   0.25869,   1.69313
   0.96796,   0.97763,   0.43075,   0.76176,   0.02911
   0.42213,   0.19676,   0.63092,   0.93691,  -0.73629
   0.42313,   0.02848,   0.58149,   0.53679,   8.81689
   0.09039,   0.41207,   0.26252,   0.97473,   0.45156
   0.05949,   0.48292,   0.76321,   0.32182,  -0.95892
   0.67572,   0.04351,   0.64255,   0.54521,   6.49007
   0.19837,   0.37174,   0.01822,   0.21515,   0.88019
   0.63075,   0.29265,   0.99529,   0.99098,  77.30912
   0.32328,   0.93834,   0.03915,   0.25828,   2.80590
   0.83554,   0.03808,   0.96590,   0.84593,   6.64158
   0.16737,   0.05556,   0.02806,   0.68894,  -0.16907
   0.33010,   0.28972,   0.74254,   0.63591,   0.37817
   0.93787,   0.36800,   0.65812,   0.72183,  -8.94738
   0.12976,   0.53324,   0.99893,   0.85586,  -2.81809
   0.15136,   0.46156,   0.21288,   0.19374, -16.19348
   0.09103,   0.43154,   0.81862,   0.13198,  -0.49574
   0.43466,   0.10284,   0.97889,   0.27013,   0.46794
   0.46771,   0.72895,   0.27947,   0.55426,   0.95040
   0.70583,   0.20481,   0.40503,   0.93098,  -0.95228
   0.41755,   0.64342,   0.90634,   0.63012,  -0.81729
   0.00567,   0.41951,   0.03851,   0.55576,   0.79986
   0.84508,   0.88871,   0.85632,   0.96328,   0.40775
   0.64523,   0.76890,   0.94213,   0.23297,  -0.17429
   0.91371,   0.91192,   0.98640,   0.71451,   0.00667
   0.51854,   0.74262,   0.30309,   0.80784,   0.44381
   0.61765,   0.69668,   0.91296,   0.88570,  -2.89175
   0.47573,   0.13774,   0.98273,   0.69292,   1.16553
   0.78630,   0.59196,   0.89637,   0.09495,   0.24241
   0.27824,   0.06343,   0.78444,   0.97041,  -1.15478
   0.95433,   0.62891,   0.98750,   0.19758,   0.41182
   0.48934,   0.63559,   0.09196,   0.94326,   0.17173
   0.76665,   0.47416,   0.75206,   0.74659,  53.02111
   0.35987,   0.07674,   0.39118,   0.96185,  -0.49593
   0.22422,   0.93710,   0.35593,   0.29947, -12.61765
   0.09925,   0.00505,   0.63150,   0.54236,   1.05545
   0.86414,   0.73960,   0.38050,   0.86596,  -0.25650
   0.87390,   0.61348,   0.36025,   0.08881,   0.95901
   0.53205,   0.74727,   0.58045,   0.85625,   0.78016
   0.06061,   0.89137,   0.30685,   0.43136,   6.67101
   0.35244,   0.03230,   0.62940,   0.91275,  -1.12946
   0.53776,   0.89130,   0.89678,   0.12252,  -0.45641
   0.86405,   0.03857,   0.93256,   0.03045,   0.91467
   0.71079,   0.34461,   0.75670,   0.79438,  -9.72570
   0.10539,   0.03524,   0.19890,   0.86600,  -0.10506
   0.45027,   0.83606,   0.92019,   0.14679,  -0.49862
   0.69507,   0.15674,   0.69459,   0.39015,   1.76738
   0.66300,   0.79980,   0.78098,   0.92085,   0.97792
   0.05667,   0.41204,   0.26364,   0.67078,   0.87264
   0.48369,   0.97495,   0.37523,   0.19316,  -2.69681
   0.39013,   0.86679,   0.22200,   0.77608,   0.85998
   0.23800,   0.82504,   0.96153,   0.93959, -26.67092
   0.57406,   0.32009,   0.32228,   0.47160,  -1.70035
   0.64045,   0.26246,   0.03294,   0.37539,  -1.10337
   0.21915,   0.66989,   0.40206,   0.97889,   0.78120
   0.15067,   0.29731,   0.82941,   0.50833,  -0.45656
   0.17446,   0.55308,   0.10488,   0.84854,   0.50899
   0.20913,   0.34915,   0.24002,   0.90566,   0.21031
   0.06867,   0.09429,   0.77193,   0.69292,  -0.32446
   0.70066,   0.55894,   0.75271,   0.88811,  -1.04670
   0.70636,   0.11963,   0.49013,   0.49424,-143.87361
   0.56399,   0.80372,   0.72116,   0.75431,   7.23968
   0.38961,   0.05357,   0.23787,   0.23808,-1708.95215
   0.63046,   0.05600,   0.26298,   0.92869,  -0.86262
   0.77195,   0.82737,   0.77254,   0.19426,  -0.09576
   0.89475,   0.19059,   0.74032,   0.37218,   1.91185
   0.57349,   0.02343,   0.41018,   0.35200,   9.44655
   0.78223,   0.34986,   0.87201,   0.46275,   1.05597
   0.43060,   0.28409,   0.79944,   0.72491,   1.96376
   0.63805,   0.94021,   0.17054,   0.46369,   1.03033
   0.12680,   0.48022,   0.92958,   0.00020,  -0.38014
   0.44531,   0.65952,   0.22816,   0.62875,   0.53458
   0.87550,   0.83830,   0.39136,   0.63522,  -0.15262
   0.75070,   0.53950,   0.41732,   0.27200,   1.45264
   0.50560,   0.71298,   0.04758,   0.12095,   2.82541
   0.77089,   0.66687,   0.95273,   0.01073,   0.11039
   0.27890,   0.50089,   0.54731,   0.68846,   1.57268
   0.25389,   0.11805,   0.32451,   0.70553,  -0.35630
   0.37317,   0.46422,   0.65674,   0.80034,   0.63413
   0.44250,   0.16679,   0.52649,   0.89476,  -0.74839
   0.75378,   0.56389,   0.41191,   0.57668,  -1.15228
   0.99439,   0.45715,   0.98170,   0.44576,   1.00198
   0.28246,   0.75248,   0.33639,   0.66508,   1.42958
   0.37057,   0.18528,   0.78223,   0.16468,   0.29987
   0.13136,   0.44969,   0.03247,   0.99104,   0.33200
   0.28240,   0.24407,   0.25295,   0.94692,  -0.05517
   0.69181,   0.78637,   0.59847,   0.93595,   0.28009
   0.02491,   0.13918,   0.37378,   0.28015,  -1.22009
   0.05374,   0.15267,   0.43152,   0.22086,  -0.46956
   0.39701,   0.30693,   0.37966,   0.40984,  -2.98498
   0.45747,   0.79870,   0.78053,   0.18751,  -0.57518
   0.09481,   0.75817,   0.27054,   0.92040,   1.02046
   0.81144,   0.62113,   0.03285,   0.78828,  -0.25186
   0.43384,   0.85536,   0.03982,   0.36819,   1.28322
   0.32229,   0.10687,   0.03169,   0.71785,  -0.31380
   0.15919,   0.73449,   0.44571,   0.49428,  11.84772
   0.35253,   0.84805,   0.81782,   0.83369,  31.31895
